"movie_title","gross","budget","title_year","duration","genre","rating","expensive","IMDB_high"
"Lilo & Stitch",145.771527,80,2002,85,"Adventure","PG","YES","YES"
"Road to Perdition",104.054514,80,2002,117,"Crime","R","YES","YES"
"Spirit: Stallion of the Cimarron",73.21531,80,2002,83,"Adventure","G","YES","YES"
"The Time Machine",56.684819,80,2002,96,"Action","PG-13","YES","NO"
"Red Dragon",92.930005,78,2002,124,"Crime","R","YES","YES"
"Signs",227.96569,72,2002,106,"Drama","PG-13","YES","NO"
"xXx",141.204016,70,2002,132,"Action","PG-13","YES","NO"
"We Were Soldiers",78.120196,75,2002,124,"Action","R","YES","YES"
"Bad Company",30.157016,70,2002,116,"Action","PG-13","YES","NO"
"I Spy",33.1056,70,2002,97,"Action","PG-13","YES","NO"
"Hart's War",19.076815,60,2002,125,"Drama","R","YES","NO"
"Rollerball",18.990542,70,2002,98,"Action","R","YES","NO"
"Ballistic: Ecks vs. Sever",14.294842,70,2002,91,"Action","R","YES","NO"
"The Sum of All Fears",118.47132,68,2002,124,"Action","PG-13","YES","NO"
"Ice Age",176.387405,59,2002,103,"Adventure","PG","YES","YES"
"The Santa Clause 2",139.225854,60,2002,104,"Comedy","G","YES","NO"
"Austin Powers in Goldmember",213.079163,63,2002,94,"Action","PG-13","YES","NO"
"The Bourne Identity",121.46896,60,2002,119,"Action","PG-13","YES","YES"
"Two Weeks Notice",93.307796,60,2002,101,"Comedy","PG-13","YES","NO"
"The Scorpion King",90.34167,60,2002,100,"Action","PG-13","YES","NO"
"The Tuxedo",50.189179,60,2002,98,"Action","PG-13","YES","NO"
"Reign of Fire",43.060566,60,2002,101,"Action","PG-13","YES","NO"
"Star Trek: Nemesis",43.119879,60,2002,116,"Action","PG-13","YES","NO"
"Analyze That",32.122249,60,2002,96,"Comedy","R","YES","NO"
"Dragonfly",30.063805,60,2002,104,"Drama","PG-13","YES","NO"
"Maid in Manhattan",93.815117,55,2002,105,"Comedy","PG-13","YES","NO"
"Eye See You",47.2337862180161,55,2002,96,"Crime","R","YES","NO"
"Blade II",81.645152,54,2002,117,"Action","R","YES","NO"
"Catch Me If You Can",164.435221,52,2002,141,"Biography","PG-13","NO","YES"
"Mr. Deeds",126.20332,50,2002,96,"Comedy","PG-13","NO","NO"
"Unfaithful",52.752475,50,2002,124,"Drama","R","YES","NO"
"Murder by Numbers",31.874869,50,2002,115,"Crime","R","YES","NO"
"Blood Work",26.199517,50,2002,110,"Action","R","YES","NO"
"Death to Smoochy",8.355815,55,2002,109,"Comedy","R","YES","NO"
"Panic Room",95.308367,48,2002,112,"Crime","R","YES","NO"
"Insomnia",67.263182,46,2002,118,"Drama","R","YES","YES"
"Changing Lanes",66.790248,45,2002,91,"Drama","R","YES","NO"
"Big Trouble",7.262288,40,2002,74,"Comedy","PG-13","NO","NO"
"The Sweetest Thing",24.430272,43,2002,90,"Comedy","R","YES","NO"
"High Crimes",41.543207,42,2002,115,"Crime","PG-13","NO","NO"
"The Mothman Prophecies",35.228696,32,2002,119,"Drama","PG-13","NO","NO"
"Hero",0.084961,31,2002,80,"Action","PG-13","NO","YES"
"8 Mile",116.724075,41,2002,110,"Drama","R","YES","YES"
"The Count of Monte Cristo",54.228104,35,2002,131,"Action","PG-13","NO","YES"
"City by the Sea",22.433915,60,2002,108,"Crime","R","YES","NO"
"Life or Something Like It",14.448589,40,2002,103,"Comedy","PG-13","NO","NO"
"Feardotcom",13.208023,42,2002,101,"Crime","R","YES","NO"
"Extreme Ops",4.835968,40,2002,93,"Action","PG-13","NO","NO"
"Sweet Home Alabama",127.214072,38,2002,108,"Comedy","PG-13","NO","NO"
"Spy Kids 2: Island of Lost Dreams",85.570368,38,2002,100,"Action","PG","NO","NO"
"Enough",39.177215,38,2002,115,"Crime","PG-13","NO","NO"
"John Q",71.026631,36,2002,116,"Crime","PG-13","NO","YES"
"Resident Evil",39.532308,33,2002,100,"Action","R","NO","NO"
"The Pianist",32.519322,35,2002,150,"Biography","R","NO","YES"
"Queen of the Damned",30.307804,35,2002,101,"Drama","R","NO","NO"
"The Four Feathers",18.306166,35,2002,125,"Adventure","PG-13","NO","NO"
"Femme Fatale",6.592103,35,2002,114,"Crime","R","NO","NO"
"Snow Dogs",81.150692,35,2002,99,"Adventure","PG","NO","NO"
"Chicago",170.684505,45,2002,113,"Comedy","PG-13","NO","YES"
"About Schmidt",65.010106,30,2002,125,"Comedy","R","NO","YES"
"Like Mike",51.432423,30,2002,99,"Comedy","PG","NO","NO"
"Blue Crush",40.11842,30,2002,104,"Drama","PG-13","NO","NO"
"Eight Legged Freaks",17.266505,30,2002,99,"Action","PG-13","NO","NO"
"The Good Thief",3.517797,25,2002,109,"Action","R","NO","NO"
"Ripley's Game",47.2337862180161,30,2002,110,"Crime","R","NO","NO"
"Confessions of a Dangerous Mind",47.2337862180161,29,2002,113,"Biography","R","NO","YES"
"Serving Sara",16.930185,29,2002,99,"Comedy","PG-13","NO","NO"
"Divine Secrets of the Ya-Ya Sisterhood",69.586544,27,2002,116,"Drama","PG-13","NO","NO"
"About a Boy",40.566655,30,2002,101,"Comedy","PG-13","NO","YES"
"Clockstoppers",36.985501,26,2002,94,"Action","PG","NO","NO"
"The Wild Thornberrys Movie",39.880476,25,2002,85,"Adventure","PG","NO","NO"
"Undercover Brother",38.230435,25,2002,86,"Action","PG-13","NO","NO"
"The Hours",41.59783,25,2002,114,"Drama","PG-13","NO","YES"
"Punch-Drunk Love",17.791031,25,2002,95,"Comedy","R","NO","YES"
"Half Past Dead",15.361537,13,2002,98,"Action","PG-13","NO","NO"
"Stealing Harvard",13.973532,25,2002,85,"Comedy","PG-13","NO","NO"
"Abandon",10.719367,25,2002,99,"Drama","PG-13","NO","NO"
"The Rookie",75.597042,20,2002,127,"Drama","G","NO","YES"
"The Transporter",25.296447,21,2002,92,"Action","PG-13","NO","NO"
"Moonlight Mile",6.830957,21,2002,112,"Drama","PG-13","NO","NO"
"Drumline",56.398162,20,2002,118,"Comedy","PG-13","NO","NO"
"Return to Never Land",48.423368,20,2002,72,"Adventure","G","NO","NO"
"Ghost Ship",30.079316,35,2002,91,"Horror","R","NO","NO"
"The Country Bears",16.988996,35,2002,88,"Comedy","G","NO","NO"
"The Quiet American",12.987647,30,2002,101,"Drama","R","NO","YES"
"Undisputed",12.398628,20,2002,94,"Action","R","NO","NO"
"Equilibrium",1.190018,20,2002,107,"Action","R","NO","YES"
"People I Know",0.121972,22,2002,100,"Crime","R","NO","NO"
"Adaptation.",22.245861,19,2002,81,"Comedy","R","NO","YES"
"The Salton Sea",0.676698,18,2002,103,"Crime","R","NO","YES"
"City of Ghosts",0.325491,17.5,2002,116,"Crime","R","NO","NO"
"Hero",0.084961,31,2002,80,"Action","PG-13","NO","YES"
"40 Days and 40 Nights",37.939782,17,2002,96,"Comedy","R","NO","NO"
"They",12.693621,17,2002,89,"Horror","PG-13","NO","NO"
"The Master of Disguise",40.36353,16,2002,80,"Comedy","PG","NO","NO"
"White Oleander",16.346122,16,2002,109,"Drama","PG-13","NO","YES"
"Hollywood Ending",4.839383,16,2002,112,"Comedy","PG-13","NO","NO"
"Juwanna Mann",13.571817,15.6,2002,91,"Comedy","PG-13","NO","NO"
"Ararat",1.554566,44.870033081674,2002,115,"Drama","R","YES","NO"
"Big Fat Liar",47.811275,15,2002,88,"Adventure","PG","NO","NO"
"Halloween: Resurrection",30.259652,15,2002,94,"Comedy","R","NO","NO"
"Tuck Everlasting",19.158074,15,2002,90,"Drama","PG","NO","NO"
"Dark Blue",9.059588,15,2002,118,"Crime","R","NO","NO"
"Boat Trip",8.586376,20,2002,97,"Comedy","R","NO","NO"
"The Importance of Being Earnest",8.378141,15,2002,97,"Comedy","PG","NO","NO"
"Jonah: A VeggieTales Movie",25.571351,14,2002,82,"Adventure","G","NO","NO"
"All About the Benjamins",25.482931,14,2002,95,"Action","R","NO","NO"
"Big Fat Liar",47.811275,15,2002,88,"Adventure","PG","NO","NO"
"Amen.",0.274299,103,2002,132,"Biography","Other","YES","YES"
"Far from Heaven",15.854988,13.5,2002,107,"Drama","PG-13","NO","YES"
"The New Guy",28.972187,13,2002,92,"Comedy","PG-13","NO","NO"
"The Crocodile Hunter: Collision Course",28.399192,13,2002,90,"Action","PG","NO","NO"
"Antwone Fisher",21.078145,12.5,2002,117,"Biography","PG-13","NO","YES"
"The Emperor's Club",14.06095,12.5,2002,109,"Drama","PG-13","NO","NO"
"Barbershop",75.07495,12,2002,102,"Comedy","PG-13","NO","NO"
"Crossroads",37.188667,12,2002,93,"Comedy","PG-13","NO","NO"
"One Hour Photo",31.597131,12,2002,96,"Drama","R","NO","NO"
"Frida",25.776062,12,2002,123,"Biography","R","NO","YES"
"Sorority Boys",10.198766,12,2002,93,"Comedy","R","NO","NO"
"The Dangerous Lives of Altar Boys",1.779284,12,2002,104,"Comedy","R","NO","YES"
"Welcome to Collinwood",0.333976,12,2002,86,"Comedy","R","NO","NO"
"Cypher",47.2337862180161,7.5,2002,95,"Other","R","NO","NO"
"Phone Booth",46.563158,13,2002,81,"Crime","R","NO","YES"
"A Walk to Remember",41.227069,11,2002,101,"Drama","PG","NO","YES"
"Slackers",4.814244,11,2002,86,"Comedy","R","NO","NO"
"The Guru",3.034181,11,2002,94,"Comedy","R","NO","NO"
"Darkness",22.160085,10.6,2002,103,"Horror","PG-13","NO","NO"
"Friday After Next",32.983713,20,2002,85,"Comedy","R","NO","NO"
"The Banger Sisters",30.306281,10,2002,98,"Comedy","R","NO","NO"
"Swimfan",28.563926,8.5,2002,85,"Drama","PG-13","NO","NO"
"Kung Pow: Enter the Fist",16.033556,10,2002,81,"Action","PG-13","NO","NO"
"Hey Arnold! The Movie",13.684949,3,2002,76,"Adventure","PG","NO","NO"
"Dirty Pretty Things",8.11136,10,2002,97,"Crime","R","NO","YES"
"Deuces Wild",6.044618,10,2002,96,"Action","R","NO","NO"
"Spider",1.641788,8,2002,98,"Drama","R","NO","NO"
"Nicholas Nickleby",1.309849,10,2002,132,"Drama","PG","NO","YES"
"Swept Away",0.598645,10,2002,89,"Comedy","R","NO","NO"
"Igby Goes Down",4.681503,9,2002,99,"Comedy","R","NO","YES"
"All or Nothing",0.112935,9,2002,121,"Drama","R","NO","YES"
"28 Days Later...",45.063889,8,2002,113,"Drama","R","NO","YES"
"Brown Sugar",27.362712,8,2002,109,"Comedy","PG-13","NO","NO"
"The Good Girl",14.015786,5,2002,93,"Drama","R","NO","NO"
"8 Women",3.076425,8,2002,111,"Comedy","R","NO","YES"
"Narc",10.460089,7.5,2002,105,"Crime","R","NO","YES"
"Men with Brooms",4.239767,7.5,2002,102,"Comedy","R","NO","NO"
"Rabbit-Proof Fence",6.165429,6,2002,94,"Adventure","PG","NO","YES"
"Auto Focus",2.062066,7,2002,105,"Biography","R","NO","NO"
"Gerry",0.236266,3.5,2002,103,"Adventure","R","NO","NO"
"The Heart of Me",0.196067,7,2002,96,"Drama","R","NO","NO"
"Van Wilder: Party Liaison",21.005329,6,2002,94,"Comedy","R","NO","NO"
"Morvern Callar",0.267194,44.870033081674,2002,97,"Drama","R","YES","NO"
"L'auberge espagnole",3.895664,5.3,2002,111,"Comedy","R","NO","YES"
"Murder by Numbers",31.874869,50,2002,115,"Crime","R","YES","NO"
"Bend It Like Beckham",32.541719,3.500159,2002,112,"Comedy","PG-13","NO","NO"
"Sunshine State",3.064356,5.6,2002,141,"Drama","PG-13","NO","NO"
"Irreversible",0.753501,44.870033081674,2002,99,"Crime","Other","YES","YES"
"Jackass: The Movie",64.267897,5,2002,87,"Comedy","R","NO","NO"
"My Big Fat Greek Wedding",241.437427,5,2002,95,"Comedy","PG","NO","NO"
"25th Hour",13.060843,15,2002,108,"Drama","R","NO","YES"
"Spun",0.410241,2,2002,106,"Comedy","R","NO","NO"
"Lilya 4-Ever",0.181655,44.870033081674,2002,109,"Crime","R","YES","YES"
"Whale Rider",20.772796,6,2002,101,"Drama","PG-13","NO","YES"
"The Rules of Attraction",6.525762,4,2002,110,"Comedy","R","NO","NO"
"Secretary",4.046737,4,2002,104,"Comedy","R","NO","YES"
"Poolhall Junkies",0.562059,4,2002,99,"Drama","R","NO","YES"
"Mondays in the Sun",0.146402,4,2002,113,"Comedy","R","NO","YES"
"City of God",7.563397,3.3,2002,135,"Crime","R","NO","YES"
"Bowling for Columbine",21.244913,4,2002,120,"Crime","R","NO","YES"
"Martin Lawrence Live: Runteldat",19.184015,3,2002,113,"Biography","R","NO","NO"
"Real Women Have Curves",5.844929,3,2002,90,"Comedy","PG-13","NO","YES"
"Full Frontal",2.506446,2,2002,101,"Comedy","R","NO","NO"
"Stealing Harvard",13.973532,25,2002,85,"Comedy","PG-13","NO","NO"
"Highway",47.2337862180161,14,2002,97,"Crime","R","NO","NO"
"El crimen del padre Amaro",5.709616,1.8,2002,118,"Drama","R","NO","NO"
"May",0.14554,0.5,2002,93,"Drama","R","NO","NO"
"Stolen Summer",0.119841,1.5,2002,91,"Drama","PG","NO","NO"
"Sex with Strangers",0.24774,44.870033081674,2002,105,"Documentary","Other","YES","NO"
"Dracula: Pages from a Virgin's Diary",0.039659,1.6,2002,73,"Comedy","Other","NO","YES"
"Bubba Ho-Tep",47.2337862180161,1,2002,92,"Comedy","R","NO","YES"
"Blue Car",0.464126,1,2002,88,"Drama","R","NO","NO"
"Time Changer",0.015278,0.825,2002,95,"Drama","PG","NO","NO"
"Raising Victor Vargas",2.073984,0.8,2002,88,"Drama","R","NO","YES"
"Interview with the Assassin",0.047329,0.75,2002,88,"Drama","R","NO","NO"
"Crop Circles: Quest for Truth",47.2337862180161,0.75,2002,115,"Documentary","Other","NO","YES"
"The Singles Ward",1.250798,0.5,2002,102,"Comedy","PG","NO","NO"
"Civil Brand",0.243347,0.5,2002,91,"Crime","R","NO","NO"
"The Slaughter Rule",0.013134,0.5,2002,112,"Drama","R","NO","NO"
"Crossroads",37.188667,12,2002,93,"Comedy","PG-13","NO","NO"
"Bloody Sunday",0.768045,2,2002,107,"Drama","R","NO","YES"
"Fabled",0.025918,44.870033081674,2002,84,"Drama","R","YES","NO"
"Better Luck Tomorrow",3.799339,0.25,2002,98,"Crime","R","NO","YES"
"The Business of Fancydancing",0.174682,0.2,2002,103,"Drama","Other","NO","NO"
"Funny Ha Ha",47.2337862180161,44.870033081674,2002,85,"Comedy","Other","YES","NO"
"Manito",47.2337862180161,0.024,2002,79,"Drama","Other","NO","YES"
"Terminator 3: Rise of the Machines",150.350192,200,2003,109,"Action","R","YES","NO"
"The Matrix Revolutions",139.259759,150,2003,129,"Action","R","YES","NO"
"The Matrix Reloaded",281.492479,150,2003,138,"Action","R","YES","YES"
"The Last Samurai",111.110575,140,2003,154,"Action","R","YES","YES"
"Hulk",132.122995,137,2003,138,"Action","PG-13","YES","NO"
"Master and Commander: The Far Side of the World",93.926386,150,2003,138,"Action","PG-13","YES","YES"
"Bad Boys II",138.396624,130,2003,147,"Action","R","YES","NO"
"Pirates of the Caribbean: The Curse of the Black Pearl",305.388685,140,2003,143,"Action","PG-13","YES","YES"
"X-Men 2",214.94878,110,2003,134,"Action","PG-13","YES","YES"
"Charlie's Angels: Full Throttle",100.68588,120,2003,107,"Action","PG-13","YES","NO"
"The Cat in the Hat",100.446895,109,2003,82,"Adventure","PG","YES","NO"
"Finding Nemo",380.83887,94,2003,100,"Adventure","G","YES","YES"
"The Lord of the Rings: The Return of the King",377.019252,94,2003,192,"Action","PG-13","YES","YES"
"The Haunted Mansion",75.817994,90,2003,88,"Comedy","PG","YES","NO"
"Lara Croft Tomb Raider: The Cradle of Life",65.653758,95,2003,117,"Action","PG-13","YES","NO"
"Seabiscuit",120.147445,87,2003,140,"Drama","PG-13","YES","YES"
"The Rundown",47.592825,85,2003,104,"Action","PG-13","YES","NO"
"The Core",31.11126,60,2003,135,"Action","PG-13","YES","NO"
"Bruce Almighty",242.58958,81,2003,101,"Comedy","PG-13","YES","NO"
"Something's Gotta Give",124.59096,80,2003,128,"Comedy","PG-13","YES","NO"
"Cold Mountain",95.632614,79,2003,154,"Adventure","R","YES","YES"
"Looney Tunes: Back in Action",20.95082,80,2003,91,"Adventure","PG","YES","NO"
"Timeline",19.480739,80,2003,116,"Action","PG-13","YES","NO"
"2 Fast 2 Furious",127.083765,76,2003,107,"Action","PG-13","YES","NO"
"The League of Extraordinary Gentlemen",66.4626,78,2003,110,"Action","PG-13","YES","NO"
"Tears of the Sun",43.426961,70,2003,142,"Action","R","YES","NO"
"Hollywood Homicide",30.013346,75,2003,116,"Action","PG-13","YES","NO"
"S.W.A.T.",116.643346,80,2003,117,"Action","PG-13","YES","NO"
"Big Fish",66.257002,70,2003,125,"Adventure","PG-13","YES","YES"
"Dreamcatcher",33.685268,68,2003,136,"Drama","R","YES","NO"
"Mona Lisa Smile",63.69576,65,2003,117,"Drama","PG-13","YES","NO"
"Daddy Day Care",104.148781,60,2003,92,"Comedy","PG","YES","NO"
"The Italian Job",106.126012,60,2003,111,"Action","PG-13","YES","YES"
"Kangaroo Jack",66.734992,60,2003,89,"Action","PG","YES","NO"
"Paycheck",53.789313,60,2003,119,"Action","PG-13","YES","NO"
"Intolerable Cruelty",35.09619,60,2003,100,"Comedy","PG-13","YES","NO"
"Sinbad: Legend of the Seven Seas",26.28832,60,2003,85,"Adventure","PG","YES","NO"
"Beyond Borders",4.426297,35,2003,127,"Adventure","R","NO","NO"
"American Wedding",104.354205,55,2003,74,"Comedy","R","YES","NO"
"Kill Bill: Vol. 1",70.098138,30,2003,111,"Action","R","NO","YES"
"The Hunted",34.238611,55,2003,94,"Action","R","YES","NO"
"Stuck on You",33.828318,55,2003,118,"Comedy","PG-13","YES","NO"
"Gods and Generals",12.870569,56,2003,280,"Drama","PG-13","YES","NO"
"Gigli",5.660084,54,2003,121,"Comedy","R","YES","NO"
"Bulletproof Monk",23.020488,52,2003,104,"Action","PG-13","NO","NO"
"How to Lose a Guy in 10 Days",105.80752,50,2003,116,"Comedy","PG-13","NO","NO"
"Shanghai Knights",60.47022,50,2003,114,"Action","PG-13","NO","NO"
"Out of Time",40.905277,50,2003,114,"Crime","R","YES","NO"
"Basic",26.53612,50,2003,98,"Action","R","YES","NO"
"The Life of David Gale",19.59374,50,2003,130,"Crime","R","YES","YES"
"Scary Movie 3",110.000082,48,2003,84,"Comedy","PG-13","NO","NO"
"Love Actually",59.365105,45,2003,129,"Comedy","R","YES","YES"
"Johnny English",27.97241,35,2003,87,"Action","PG","NO","NO"
"The Medallion",22.108977,41,2003,108,"Action","PG-13","NO","NO"
"Spy Kids 3-D: Game Over",111.760631,38,2003,84,"Action","PG","NO","NO"
"Cheaper by the Dozen",138.614544,40,2003,94,"Comedy","PG","NO","NO"
"Gothika",59.588068,40,2003,98,"Horror","R","NO","NO"
"Duplex",9.652,40,2003,89,"Comedy","PG-13","NO","NO"
"A Man Apart",26.183197,36,2003,109,"Action","R","NO","NO"
"Head of State",37.788228,35.2,2003,95,"Comedy","PG-13","NO","NO"
"Radio",52.277485,35,2003,109,"Biography","PG","NO","NO"
"The Order",7.659747,38,2003,102,"Action","R","NO","NO"
"Elf",173.381405,33,2003,97,"Comedy","PG","NO","NO"
"Mystic River",90.135191,25,2003,138,"Crime","R","NO","YES"
"Secondhand Lions",41.40747,30,2003,111,"Comedy","PG","NO","YES"
"Dumb and Dumberer: When Harry Met Lloyd",26.096584,19,2003,85,"Comedy","PG-13","NO","NO"
"Alex & Emma",14.208384,30,2003,96,"Comedy","PG-13","NO","NO"
"Once Upon a Time in Mexico",55.845943,29,2003,102,"Action","R","NO","NO"
"Identity",51.475962,30,2003,91,"Other","R","NO","YES"
"The Statement",0.763044,23,2003,120,"Drama","R","NO","NO"
"Freaky Friday",110.222438,26,2003,97,"Comedy","PG","NO","NO"
"Open Range",58.32868,22,2003,139,"Drama","R","NO","YES"
"Final Destination 2",46.455802,26,2003,90,"Horror","R","NO","NO"
"Freddy vs. Jason",82.163317,30,2003,97,"Action","R","NO","NO"
"Legally Blonde 2: Red, White & Blonde",89.808372,45,2003,95,"Comedy","PG-13","NO","NO"
"Agent Cody Banks",47.285499,26,2003,102,"Action","PG","NO","NO"
"Rugrats Go Wild",39.39975,25,2003,80,"Adventure","PG","NO","NO"
"What a Girl Wants",35.990505,20,2003,105,"Comedy","PG","NO","NO"
"Jeepers Creepers II",35.143332,17,2003,104,"Horror","R","NO","NO"
"Cradle 2 the Grave",34.604054,30,2003,101,"Action","R","NO","NO"
"Old School",74.608545,24,2003,88,"Comedy","R","NO","YES"
"Underworld",51.483949,22,2003,133,"Action","R","NO","YES"
"Bringing Down the House",132.541238,33,2003,105,"Comedy","PG-13","NO","NO"
"School of Rock",81.257845,35,2003,108,"Comedy","PG-13","NO","YES"
"Holes",67.325559,20,2003,117,"Adventure","PG","NO","YES"
"The Jungle Book 2",47.887943,20,2003,72,"Adventure","G","NO","NO"
"21 Grams",16.248701,20,2003,124,"Drama","R","NO","YES"
"A Guy Thing",15.408822,20,2003,101,"Comedy","PG-13","NO","NO"
"Willard",6.852144,22,2003,100,"Drama","PG-13","NO","NO"
"Bon voyage",2.353728,20,2003,114,"Comedy","PG-13","NO","NO"
"Marci X",1.646664,20,2003,80,"Comedy","R","NO","NO"
"Just Married",56.127162,18,2003,95,"Comedy","PG-13","NO","NO"
"Bad Santa",60.057639,18,2003,98,"Comedy","R","NO","YES"
"Under the Tuscan Sun",43.601508,18,2003,113,"Comedy","PG-13","NO","NO"
"Honey",30.22264,25,2003,94,"Drama","PG-13","NO","NO"
"Anything Else",3.203044,18,2003,108,"Comedy","R","NO","NO"
"Good Boy!",37.56623,17,2003,87,"Comedy","PG","NO","NO"
"Dickie Roberts: Former Child Star",22.734486,17,2003,98,"Comedy","PG-13","NO","NO"
"Veronica Guerin",1.569918,17,2003,98,"Biography","R","NO","NO"
"House of Sand and Fog",13.005485,15,2003,126,"Drama","R","NO","YES"
"How to Deal",14.108518,16,2003,101,"Comedy","PG-13","NO","NO"
"The Lizzie McGuire Movie",42.67263,17,2003,94,"Adventure","PG","NO","NO"
"Malibu's Most Wanted",34.308901,16,2003,86,"Comedy","PG-13","NO","NO"
"Confidence",12.212417,15,2003,97,"Crime","R","NO","NO"
"The Return",0.502028,44.870033081674,2003,99,"Drama","Other","YES","YES"
"My Boss's Daughter",15.549702,14,2003,90,"Comedy","PG-13","NO","NO"
"Girl with a Pearl Earring",11.634362,44.870033081674,2003,100,"Biography","PG-13","NO","YES"
"From Justin to Kelly",4.922166,12,2003,90,"Comedy","PG","NO","NO"
"In the Cut",4.717455,12,2003,113,"Other","R","NO","NO"
"The Visual Bible: The Gospel of John",4.068087,17,2003,125,"Biography","PG-13","NO","YES"
"Wrong Turn",15.417771,12.6,2003,84,"Horror","R","NO","NO"
"Owning Mahowny",1.011054,10,2003,104,"Crime","R","NO","YES"
"The Brown Bunny",0.365734,10,2003,93,"Drama","Other","NO","NO"
"Chasing Papi",6.126237,44.870033081674,2003,76,"Comedy","PG","NO","NO"
"Silmido",47.2337862180161,8,2003,135,"Action","Other","NO","YES"
"The Singing Detective",0.336456,8,2003,109,"Comedy","R","NO","NO"
"Swimming Pool",10.105505,44.870033081674,2003,102,"Crime","R","YES","NO"
"Masked and Anonymous",0.533344,44.870033081674,2003,112,"Comedy","PG-13","NO","NO"
